name,raw_description
Small Airplane Propeller,"This is propeller i made for my Continental C90/O-200, as no one could give me propeller to cut it in 10 pieces and take dimensions, i used what I could from Internet. Propellers like these are used for airplanes such as Cessna 150 etc, with air cooled engines. The fact that its air cooled means propeller it self has 2 main reasons to cover:
1.) To make airplane move
2.) To  cool the engine
That leads to part where propeller is kinda in 2 parts; part closer to center is made so it cools engine, outside part is made to make airplane move. 

There are basically 2 kinds of propellers, first kind is like I have now, its for lower speeds but great torque and other kind, with more aggressive attack angle is made for greater speeds, but with that - lower acceleration. 

I will maybe make guide with things I learned when I made it and things to keep in mind and few tricks aswell, later on, when I will have some time. 

Materials used to make propellers like this are different, but it goes all the way from wood to carbon, covering steel in the middle. 

Diameter of propeller is 1860mm. 

It does not have changeable pitch, as airplane is small, engine doesn't support it and it just doesn't need this function, as that would only make things way more complicated and heavy. "
Clark Y section editable ,"CAD configurable/Editable for propeller, foils etc  on CATIAV5R19"
Propeller 1,"Single bladed propeller for RC model aircraft.
Could make an interesting college project for someone.
The engine is not included but is available here: http://grabcad.com/library/engine-webra-speed-61-geared
_____________________________________________
Don't forget to hit the like button if you decide to download.

"
3DPrintingEvent Wind Mill,"A 3D-Printer offers unique manufacturing capabilities. Complicated parts can be manufactured without having to design and manufacture complicated tools. The following proposal seeks to use exactly this capability in order to manufacture a simple and small wind mill. The mill can power small generators (such as the Shimano DH-3N20) or pumps in remote locations or third world countries. Designing, manufacturing and testing this machine will definitely inspire a lot of kids to maybe become engineers. Using 3D printing offers unique flexibility. 
The blades and their shape definitely belong to the more complicated parts. They are designed using the open source propeller design software supplied by Dr. Martin Hepperle (http://www.mh-aerotools.de/airfoils/javaprop.htm). All parts are printable within the available machining space. The design is by no means completed (time… ;)), but should show the principle. 
In the above images, printed parts are colored red, standard part yellow. "
Impeller,Крыльчатка
Creative Watch Design Wind Energy Plant,"The theme of my watch is a wind energy plant.
The sweep hand has the shape of a propeller and seems to drive the ETA 6497 movement.
Metal parts: brushed bronze
Wood inlay: satin teak
The Woodchip-Logo is stamped into the dark-green leather wristlet.
"
Propeller,Piston Engine Airplane Propeller
Propeller,my 1st job for school boy
PENCIL SHARPENER,"This is a pencil sharpener in the form of a V10 engine. 

companents:
engine block
cowers
intake monifold with filter
carter
propeller
exhausts
stand
encircling handle
inner portion

Rip off your sharpeners (that you are using on) jillette, quickly mount it into your new V10 sharpener and enjoy!"
Gemfan 11x4.7 Propeller,to be used with electric motors
Propeller 220x160,part of the engine kometa
propeller,ship propeller
RC Helicopter 200 size  3 blade,Radio Controlled Helicopter 3D CAD model.  200 size electric with bladed propeller. 
Propeller,Propeller 2.5cm3
Supermarine Spitfire Mk VIII,"This is my tribute to the Supermarine Spitfire - one of (if not the most) iconic planes of all time.
Its not 100% accurate but I have tried to get it as close to the MKVIII as I can.
It was modelled in Solidworks and is all mated in such a way that the rudder, ailerons, and elevators all move how they should so you can position it if you wish. 
There is also 2 configurations - ""landing gear up"" and ""landing gear down"".
The propeller also has its own configurations for the number of blades - 2,3,4,and even 5 (although I think the real thing either had 3 or 4 depending on its set up).

I'm really looking forward to seeing some awesome renderings! :D"
Generic Airfoil wind generator propeller.,"It is a wind generator propeller, here in Brasil wind generators are going to get more common."
propeller AD2,"Propeller 
Albatros D2"
propeller,propeller
"12x4,5 CCW Electric Prop","Its a approx model of 12x4.5 ccw prop used in arducopter propeller used on 880kv 0utruner.
this model is not meant for CFD analysis , its just for reference. "
Airplane Engine,An airplane engine 1:1.
Eric Whittle V8,"Guy at work said he would only make this if it was double the size, so I got to work making it.  All is done from new files, minus Propeller, Springs, Gears, and Fasteners.

EDIT: Wow, didn’t think this model would be so popular, guess my next project will be to make a body for it."
Simple Savonius wind turbine of 4 wings,"This turbine starts spinning at wind speeds that propeller like turbines do not even feel, and is made out of two 55 gallons (200 liters) drum barrels, a pipe two metal disks, 2 bearings and a pipe made of stand plus a generator, it can output up to 3 Kwh and you can make it with a damn welding machine a cutting tool like a flexible grinder, a drill machine and a lot of sweat."
DARRIEUS wind turbine,"The Darrieus wind turbine is a type of vertical axis wind turbine (VAWT) used to generate electricity from the energy carried in the wind. The turbine consists of a number of aerofoils usually—but not always—vertically mounted on a rotating shaft or framework. This design of wind turbine was patented by Georges Jean Marie Darrieus, a French aeronautical engineer in 1931.
The Darrieus type is theoretically just as efficient as the propeller type if wind speed is constant, but in practice this efficiency is rarely realised due to the physical stresses and limitations imposed by a practical design and wind speed variation. There are also major difficulties in protecting the Darrieus turbine from extreme wind conditions and in making it self-starting.

Read more http://en.wikipedia.org/wiki/Darrieus_wind_turbine"
sensenich propeller,a propeller based on a sensenich model that fits nicely onto my rotax 912. It was used in a microlight we designed at uni
"Spinner 76mm (3"")","For model aircraft, aluminum base plate and plastic cone. "
Moy-Reducer,Planetary Reducer For Radial Aircraft Engine Propeller Output
propeller,propeller
Turboprop engine,"A turboprop engine I made for fun in CATIA.  Gear box is greatly simplified, as a full planetary set was a bit daunting. Model was just recently modified, with a bigger propeller, improved combustion chamber, and improved stators. "
Esky Outrunner EK5-0006,"Esky Brushless Motor Outrunner EK5-0006 for small RC airplanes
 
complete model with Spinner and Propeller shaft - fits perfectly with the http://grabcad.com/library/apc-8-x-3-dot-8-slow-flyer-prop"
Electric fan,"Household electric fan, suitable for work desks. No internal parts."
"Funfly airplane ""Elektromaniac""","Foamie plane, made from 3mm depron.
You can find additional information here: http://www.rcgroups.com/forums/showthread.php?t=1552162#post20073828
and here: http://forum.rcdesign.ru/f81/thread253090.html"
Outboard Engine Clutch,Outboard Cluch... Gearcase in progress....
Wind Turbine Blade,Wind farm prop.
wind turbine blades,"naca 23015 wind turbine blades , calculated for a 2 KW electricity generator. "
Turbo Prop ,"This is the power train of a plane we had to designed for an aeronautical design class.
It consist of a mockup Pratt & Wihtney PT6A-27, a 100 inches propeller and both exhaust stacks. 
The nosecone is 24 inches in diameter.
The engine is not detailed because I only needed it to dimension the engine bay. 
The diameter, length of the engine are good and the position of the stacks should be right."
Swept profile propeller blade,"This is my first propeller design.  I actually designed it backwards, so if you are thinking of using it, don't!  The idea was to use a conventional set of airfoils near the root, and transition to supercritical airfoils near the tip.  This, with the swept profile, would allow for a higher rotation speed, and therefore more thrust and a higher aircraft speed.  Problem is, I used supercritical sections near the root, and transitioned to standard 6 series  foils at the tip.  As you can see, I'm dyslexic...  Anyway, it still looks pretty cool, and is usable, so I thought I'd post it.  This is my first ""good"" solidworks model, so if any of you experts out there have some suggestions of how I can smooth out some of the lumpiness, I would appreciate it.  "
Outboard Propeller,Outboard Propeller
3 Bladed Propeller ,"For the Request...
http://grabcad.com/requests/need-3-bladed-propeller 
There is a bit of missing info. I hope this is close enough."
boat propeller,"propeller for boat, 
17""x23""
"
5 Blade Propeller,"outer dia = ~15 cm 
hub dia = 5 cm 
shaft =2 cm 
angle is ~ 35 deg

Request : http://grabcad.com/requests/5-blade-propellor by http://grabcad.com/gk.ganesh"
